Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,EmployeeNumber,EmployeeCount,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,5,707,1,Y,No,22,80,7,2,3,1,0,0,0
43,No,Travel_Frequently,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,1,709,1,Y,Yes,12,80,25,3,4,25,12,4,12
30,No,Travel_Frequently,Research & Development,23,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,1,710,1,Y,No,25,80,10,2,2,10,7,0,9
33,No,Non-Travel,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,0,712,1,Y,No,13,80,8,2,4,7,7,0,7
56,Yes,Travel_Rarely,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,9,714,1,Y,Yes,18,80,7,2,3,5,4,4,3
51,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,7,715,1,Y,No,13,80,23,5,3,20,18,15,15
31,Yes,Travel_Rarely,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,4,716,1,Y,Yes,18,80,12,3,2,7,,7,7
26,No,Travel_Rarely,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,1,717,1,Y,No,19,80,5,3,2,5,4,4,3
58,Yes,Travel_Rarely,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,1,720,1,Y,No,12,80,40,3,2,40,10,15,6
19,Yes,Travel_Rarely,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1,721,1,Y,Yes,19,80,0,2,2,0,0,0,0
22,No,Travel_Rarely,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,0,722,1,Y,No,14,80,3,2,,2,1,2,1
49,No,Travel_Rarely,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,1,723,1,Y,No,14,80,16,2,2,15,11,5,11
43,No,Travel_Frequently,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4,724,1,Y,No,12,80,18,2,3,3,2,1,2
50,No,Travel_Frequently,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,4,725,1,Y,No,11,80,16,3,3,2,2,2,1
31,Yes,Travel_Rarely,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,3,727,1,Y,Yes,11,80,4,2,3,2,2,2,2
41,No,Travel_Rarely,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,3,728,1,Y,Yes,13,80,12,2,3,9,7,0,7
26,No,Travel_Rarely,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,1,729,1,Y,No,23,80,8,3,3,8,7,5,7
36,No,Travel_Rarely,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,6,730,1,Y,No,20,80,7,0,3,3,2,0,1
51,Yes,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,2,731,1,Y,No,15,80,18,2,3,4,2,0,3
39,No,Travel_Rarely,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,4,732,1,Y,No,14,80,17,1,4,15,11,5,9
25,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,2,733,1,Y,No,18,80,6,3,3,2,2,2,2
30,No,Travel_Rarely,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,0,734,1,Y,Yes,19,80,12,2,1,11,9,4,7
32,Yes,Travel_Rarely,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,7,738,1,Y,No,22,80,10,2,4,5,4,0,4
45,No,Travel_Rarely,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,5,741,1,Y,No,13,80,9,2,2,6,5,0,3
38,No,Travel_Rarely,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,3,742,1,Y,Yes,20,80,19,2,3,3,2,2,2
30,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,1,743,1,Y,No,14,80,5,4,2,5,4,,4
32,No,Travel_Frequently,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,0,744,1,Y,No,17,80,9,2,4,8,7,0,7
30,No,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,5,746,1,Y,No,14,80,8,3,3,3,2,2,2
30,No,Travel_Rarely,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,0,747,1,Y,No,13,80,6,3,3,5,3,1,2
41,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,4,749,1,Y,No,13,80,21,2,2,7,6,7,7
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,,Married,2,752,1,Y,No,,80,7,2,3,,0,1,4
19,No,Travel_Rarely,Research & Development,3,1,,,Female,79,3,1,Laboratory Technician,2,Single,1,754,1,Y,No,14,80,1,3,3,1,0,0,0
40,No,Travel_Frequently,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,1,757,1,Y,No,11,80,20,2,3,20,7,2,13
35,No,Travel_Rarely,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,1,758,1,Y,No,13,80,10,3,3,10,8,0,6
53,No,Travel_Rarely,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2,760,1,Y,Yes,20,80,13,3,1,7,7,4,5
45,No,Travel_Rarely,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,8,762,1,Y,No,18,80,20,2,1,17,9,0,15
32,No,Travel_Frequently,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,1,763,1,Y,No,14,80,9,2,3,9,8,3,7
29,No,Non-Travel,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,1,764,1,Y,No,13,80,10,1,3,10,7,0,9
51,No,Travel_Rarely,Research & Development,,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,2,766,1,Y,No,17,80,10,2,3,1,0,0,0
58,No,Travel_Rarely,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,4,769,1,Y,Yes,20,80,9,3,2,1,0,0,0
40,No,Travel_Rarely,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,7,771,1,Y,No,11,80,15,2,2,12,11,2,11
34,No,Travel_Frequently,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,6,772,1,Y,No,18,80,6,3,3,4,3,1,2
22,No,Travel_Rarely,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,1,773,1,Y,No,24,80,2,6,3,2,2,2,2
27,No,Non-Travel,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,6,775,1,Y,No,18,80,6,1,1,2,2,2,2
28,No,Travel_Rarely,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,1,776,1,Y,No,11,80,5,2,1,5,2,0,2
57,No,Travel_Rarely,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,3,780,1,Y,Yes,16,80,12,2,1,5,3,1,4
27,No,Non-Travel,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,1,781,1,Y,Yes,15,80,1,2,2,1,1,0,1
50,No,Travel_Rarely,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,3,783,1,Y,No,15,80,21,5,3,5,4,4,4
41,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,4,784,1,Y,No,12,80,13,2,3,9,8,1,8
30,No,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,2,785,1,Y,No,12,80,12,2,3,10,9,7,4
38,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,4,786,1,Y,No,22,80,12,2,4,8,3,0,7
32,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3,787,1,Y,No,20,80,8,2,3,5,4,1,4
27,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,0,789,1,Y,Yes,16,80,6,3,2,5,2,1,1
19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,0,791,1,Y,No,21,80,1,5,4,0,0,0,0
36,No,Travel_Frequently,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,4,792,1,Y,No,12,80,13,3,2,8,7,7,2
30,No,Non-Travel,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,1,793,1,Y,No,11,80,12,4,3,12,9,6,10
45,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,4,796,1,Y,Yes,11,80,9,3,4,5,4,0,3
56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4,797,1,Y,Yes,18,80,19,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,,0,799,1,Y,No,14,80,4,2,4,3,1,0,2
19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1,800,1,Y,No,22,80,1,3,2,1,0,1,0
46,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,1,802,1,Y,No,25,80,24,2,3,24,13,15,7
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,1,803,1,Y,No,12,80,2,3,3,2,2,2,1
31,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,8,804,1,Y,Yes,23,80,7,0,3,4,2,0,2
34,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2,805,1,Y,No,15,80,9,3,3,3,2,1,2
41,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,1,806,1,Y,Yes,22,80,4,5,2,4,3,0,2
50,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,2,807,1,Y,No,15,80,5,,2,3,,0,2
53,No,Travel_Rarely,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,1,808,1,Y,No,11,80,5,3,3,4,2,1,3
33,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,1,809,1,Y,No,13,80,8,5,3,8,7,1,6
40,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,1,811,1,Y,No,14,80,21,2,3,20,8,9,9
55,No,Travel_Rarely,Research & Development,14,4,,3,Male,61,4,5,,2,Single,8,812,1,Y,No,11,80,36,3,3,24,15,2,15
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,1,813,1,Y,No,17,80,10,2,2,10,9,1,9
51,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,3,815,1,Y,No,18,80,21,6,3,7,,1,0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,0,816,1,Y,No,14,80,34,5,3,33,18,11,9
27,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,1,817,1,Y,No,16,80,7,2,2,7,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,3,819,1,Y,Yes,13,80,8,1,3,1,0,0,1
43,No,Non-Travel,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,4,820,1,Y,No,14,80,7,3,4,5,4,2,2
45,No,Non-Travel,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,9,823,1,Y,No,23,80,22,1,3,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,1,824,1,Y,Yes,12,80,8,3,2,8,7,1,7
35,No,Travel_Frequently,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,5,825,1,Y,No,11,80,10,5,3,6,2,1,2
42,No,Non-Travel,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,2,826,1,Y,No,16,80,11,5,3,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,9,827,1,Y,No,14,80,14,3,3,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,3,828,1,Y,No,18,80,9,3,1,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,5,829,1,Y,No,19,80,6,1,3,2,2,2,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,1,830,1,Y,Yes,15,80,7,0,3,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,1,832,1,Y,Yes,17,80,5,4,4,5,3,2,0
40,No,,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,8,833,1,Y,Yes,15,80,15,2,4,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,7,834,1,Y,Yes,19,80,17,2,3,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,1,836,1,Y,No,22,80,10,3,2,10,4,1,9
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,1,837,1,Y,Yes,16,80,4,2,2,4,2,2,2
36,No,Travel_Frequently,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,1,838,1,Y,No,13,80,8,2,3,8,1,1,7
40,No,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,9,840,1,Y,No,14,80,5,5,1,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,7,842,1,Y,No,16,80,17,3,3,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,1,843,1,Y,No,11,80,14,2,2,,8,9,8
30,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,1,844,1,Y,No,22,80,12,2,3,11,8,5,8
27,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,1,845,1,Y,No,14,80,7,2,3,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,81,2,,Research Director,2,Married,5,846,1,Y,No,16,80,16,5,1,10,9,,7
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,5,847,1,Y,Yes,11,80,8,5,3,5,2,0,4
41,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,3,848,1,Y,Yes,18,80,16,3,3,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,5,850,1,Y,No,15,80,9,5,2,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,0,851,1,Y,No,14,80,7,1,2,6,2,1,5
45,No,Non-Travel,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,6,852,1,Y,No,12,80,23,2,3,19,7,12,
54,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,2,854,1,Y,No,14,80,16,4,3,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,8,855,1,Y,No,16,80,16,3,4,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,6,856,1,Y,No,21,80,7,3,3,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,1,857,1,Y,Yes,14,80,10,1,3,10,8,0,7
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,0,859,1,Y,No,12,80,17,6,2,16,10,5,13
31,No,Non-Travel,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,0,861,1,Y,No,12,80,6,2,3,5,4,1,4
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,3,862,1,Y,No,17,80,7,6,3,1,0,0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,4,864,1,Y,No,17,80,13,2,3,9,8,5,8
29,No,Travel_Frequently,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,1,865,1,Y,No,14,80,11,5,3,11,10,4,1
35,No,,,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,1,867,1,Y,No,14,80,10,3,4,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,1,868,1,Y,Yes,13,80,4,3,2,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,7,869,1,Y,No,15,80,6,3,2,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,58,3,5,,4,Married,1,872,1,Y,No,11,80,22,3,3,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,8,874,1,Y,No,17,80,7,2,2,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,3,875,1,Y,No,11,80,32,3,2,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,5,878,1,Y,Yes,13,80,8,2,1,5,4,0,4
43,No,Travel_Rarely,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,5,879,1,Y,Yes,22,80,22,3,3,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,7,880,1,Y,No,20,80,13,3,4,9,7,1,7
52,No,Non-Travel,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,1,881,1,Y,Yes,18,80,33,2,4,33,7,15,12
32,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,2,882,1,Y,No,11,80,6,5,3,4,3,1,2
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,0,885,1,Y,Yes,14,80,4,2,1,3,2,1,2
39,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,7,887,1,Y,No,14,80,7,1,3,3,2,1,2
32,No,Non-Travel,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,0,888,1,Y,No,18,80,4,2,3,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,2,889,1,Y,No,16,80,17,2,2,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,1,893,1,Y,No,17,80,9,3,3,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,0,894,1,Y,No,11,80,25,2,3,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,9,895,1,Y,No,12,80,9,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,1,896,1,Y,No,13,80,2,2,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,6,897,1,Y,No,13,80,13,3,3,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,2,899,1,Y,No,14,80,17,2,2,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,4,900,1,Y,No,17,80,9,1,3,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Male,61,3,3,,3,Divorced,6,901,1,Y,No,11,80,17,5,3,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,,902,1,Y,No,25,80,20,1,3,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,1,903,1,Y,No,19,80,6,1,3,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,3,904,1,Y,Yes,13,80,10,1,3,3,2,0,2
29,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,2,905,1,Y,No,14,80,10,2,3,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,0,909,1,Y,No,12,80,5,3,3,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,0,910,1,Y,Yes,11,80,10,4,3,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,0,911,1,Y,No,19,80,22,5,3,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,1,912,1,Y,No,11,80,1,0,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,0,913,1,Y,No,11,80,6,2,4,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,1,916,1,Y,No,20,80,5,3,1,5,1,0,3
38,No,Non-Travel,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,3,918,1,Y,No,18,80,13,0,3,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,4,920,1,Y,No,13,80,9,5,3,6,2,0,4
46,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,3,922,1,Y,Yes,12,80,28,2,2,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,2,923,1,Y,No,11,,5,5,1,0,0,0,0
29,No,Travel_Rarely,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,2,924,1,Y,No,19,80,10,2,3,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,0,925,1,Y,No,21,80,10,2,3,9,0,7,8
25,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,1,926,1,Y,No,12,80,6,2,3,6,3,1,5
45,No,Travel_Rarely,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,0,927,1,Y,Yes,14,80,21,2,3,20,7,4,10
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,0,930,1,Y,No,11,80,16,4,3,15,13,10,11
55,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,0,932,1,Y,Yes,14,80,37,2,3,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,1,933,1,Y,Yes,12,80,10,2,2,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,1,934,1,Y,No,23,80,5,3,2,5,2,0,4
37,No,Travel_Rarely,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,4,936,1,Y,No,14,80,7,5,4,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,2,Medical,,Male,100,2,1,Research Scientist,3,Single,1,939,1,Y,No,17,80,3,4,4,3,2,1,0
37,No,Non-Travel,Research & Development,1,4,Medical,1,Female,80,,3,Research Director,4,Divorced,2,940,1,Y,Yes,18,80,15,2,3,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,7,941,1,Y,No,18,80,10,6,2,7,7,6,2
38,No,Travel_Rarely,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,1,942,1,Y,Yes,24,80,8,3,3,8,0,7,7
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,1,944,1,Y,No,20,80,6,6,1,6,5,1,4
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,3,945,1,Y,No,14,80,28,4,2,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,3,947,1,Y,Yes,16,80,21,5,2,5,3,1,3
42,No,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,1,949,1,Y,No,25,80,20,3,3,20,16,11,6
29,No,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,1,950,1,Y,No,18,80,10,3,2,10,7,0,9
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,3,951,1,Y,Yes,19,80,12,4,3,10,7,0,8
26,No,Travel_Frequently,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,1,952,1,Y,Yes,13,80,5,3,3,5,3,3,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,1,954,1,Y,No,12,80,17,3,3,17,12,5,7
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,3,956,1,Y,Yes,22,80,19,0,1,1,0,0,0
